corporation_id,corporation_code,display_name,expansion_code,existing_logo_path,background,effective_source,proposed_object_name,sha256,tile_w,tile_h,content_w,content_h,bytes
4b668015-2d93-4e03-a207-32589c00362a,community:agricola-inc,Agricola Inc,community,Agricola_Inc.png,white,zip:Agricola_Inc.png,corporation-logo-ab81af24c6cf60098c3de77910dfedb1c3735566c8bccdf04f2672213b19a4d6.png,ab81af24c6cf60098c3de77910dfedb1c3735566c8bccdf04f2672213b19a4d6,800,800,720,131,84577
e69e3d61-f8e4-4b8e-8191-e8c00bd36151,community:aristarchus,Aristarchus,community,Aristarchus.png,white,override,corporation-logo-8779a86a4f87c053dcf9943c6fcdb8105d7a1da48c0fe7f770a3349b10898749.png,8779a86a4f87c053dcf9943c6fcdb8105d7a1da48c0fe7f770a3349b10898749,800,800,720,317,210255
9ed89703-a1f5-44d2-a632-366b60ac0573,community:athena,Athena,community,Athena.png,white,zip:Athena.png,corporation-logo-a6dc6773ecb509660890991122edb44c262c33ceca8d5aa4ec99805b58354b09.png,a6dc6773ecb509660890991122edb44c262c33ceca8d5aa4ec99805b58354b09,800,800,720,164,140302
f62d6b5a-e387-4f0b-ad36-0041d1decd99,community:bentenmaru,Bentenmaru,community,Bentenmaru.png,white,override,corporation-logo-ea5400c1d1f50a45d7247f58125df4e1839c5d647e31b035327fd5ca73d30abf.png,ea5400c1d1f50a45d7247f58125df4e1839c5d647e31b035327fd5ca73d30abf,800,800,720,388,269892
6f84f429-737c-4f91-95c5-eea86e2b7a57,community:colonial-one,Colonial One,community,Colonial_One.png,white,override,corporation-logo-33dfb53fa46f34a2e5d5c73ee248f6083151059d280ed5fa61bdbce7ba5ef26b.png,33dfb53fa46f34a2e5d5c73ee248f6083151059d280ed5fa61bdbce7ba5ef26b,800,800,720,508,323251
4f76f6fd-246c-41d0-a5b2-8cdd9484bcf0,community:curiosity-ii,Curiosity II,community,Curiosity_II.png,white,zip:Curiosity_II.png,corporation-logo-4a11d51e25cd56611fb1970ecec8af95585f26ee728713ff397078406cd44d90.png,4a11d51e25cd56611fb1970ecec8af95585f26ee728713ff397078406cd44d90,800,800,720,147,129465
bd22d5de-eba2-4193-a065-2e54ee441767,community:eris,Eris,community,Eris.png,white,zip:Eris.png,corporation-logo-a1d01e169fd5b850a382bf3c8352c70d7293d28623a5ed3a3fd7f7c928210f08.png,a1d01e169fd5b850a382bf3c8352c70d7293d28623a5ed3a3fd7f7c928210f08,800,800,720,280,67717
13fa0eca-ff83-40e3-8383-5d4bd2ac9e6e,community:faux-news,Faux News,community,Faux_News.png,orange,zip:Faux_News.png,corporation-logo-cd1ec3752a497e87f0568cd90740a4edb00e5554666d5ec9e2d65e9ec1c28c45.png,cd1ec3752a497e87f0568cd90740a4edb00e5554666d5ec9e2d65e9ec1c28c45,800,800,720,411,487987
e4f0864a-431c-490b-89c2-6e67e81c8c96,community:hotsprings,Hotsprings,community,Hotsprings.png,white,zip:Hotsprings.png,corporation-logo-041d09ec490399b581aad3de814fd00f4e66c5f27321b81eed3ac966822a7772.png,041d09ec490399b581aad3de814fd00f4e66c5f27321b81eed3ac966822a7772,800,800,720,156,92258
57330110-cbd5-4d6f-bd48-951584a7f83f,community:incite,Incite,community,Incite.png,black,zip:Incite.png,corporation-logo-f56c43c63528d13683f38a2057bc1dae1afa26569a72ba846f11c1b554e8b88e.png,f56c43c63528d13683f38a2057bc1dae1afa26569a72ba846f11c1b554e8b88e,800,800,720,156,41800
2b33f693-4def-4b10-b733-abb8f5063335,community:junk-ventures,Junk Ventures,community,Junk_Ventures.png,white,zip:Junk_Ventures.png,corporation-logo-108f8fee6b1035e7be38f09e66062bbdf2fda2829f6d88c02a061fd3096fbf5f.png,108f8fee6b1035e7be38f09e66062bbdf2fda2829f6d88c02a061fd3096fbf5f,800,800,720,105,59965
a5f17b9e-cd17-42e6-860e-536fb73ec37d,community:labour-union,Labour Union,community,Labour_Union.png,white,override,corporation-logo-486c982d3a92fe10a16f3219f9acbe00ef734ac879ccd686d22ce7d3114acfe0.png,486c982d3a92fe10a16f3219f9acbe00ef734ac879ccd686d22ce7d3114acfe0,800,800,720,643,511083
e4706c74-64b5-4266-987c-fe13981d6982,community:marabout-shiritori,Marabout Shiritori,community,Marabout_Shiritori.png,white,zip:Marabout_Shiritori.png,corporation-logo-1ca2ecc912394d4eb3cfc9783991c51480b3a920c4e7ede205470a0d03d0f231.png,1ca2ecc912394d4eb3cfc9783991c51480b3a920c4e7ede205470a0d03d0f231,800,800,720,167,126063
092d41f6-a717-4a61-8a59-fde6fb8a3163,community:mars-coalition,Mars Coalition,community,Mars_Coalition.png,white,override,corporation-logo-cd3615063d9f4ba8261b2da095833bc6a704931c36c93990be80ffcdfa03af8f.png,cd3615063d9f4ba8261b2da095833bc6a704931c36c93990be80ffcdfa03af8f,800,800,720,645,478944
a7b8ef46-5126-47c1-9141-306116783d6a,community:midas,Midas,community,Midas.png,black,zip:Midas.png,corporation-logo-91cb3bfcf1dbda1b2b5c3dfb24e382a4b8ce6c82a0cba51ea59246bad75abf2d.png,91cb3bfcf1dbda1b2b5c3dfb24e382a4b8ce6c82a0cba51ea59246bad75abf2d,800,800,720,149,51871
e95cf2ba-558a-4a72-9669-e3bec7d6a73c,community:playwrights,Playwrights,community,Playwrights.png,white,zip:Playwrights.png,corporation-logo-ad0d4bde6451e9bc7220f39cbb9190df9e8b8748c28814ebb5031b5f06cd0dbf.png,ad0d4bde6451e9bc7220f39cbb9190df9e8b8748c28814ebb5031b5f06cd0dbf,800,800,720,112,26692
33d192ae-f5bd-44ed-af0d-e5df1d5e2a5a,community:project-10,Project 10,community,Project_10.png,white,override,corporation-logo-e16d2d23fb2307786d69908dd814578b1a46e5f5a806be0c2c317736902d195f.png,e16d2d23fb2307786d69908dd814578b1a46e5f5a806be0c2c317736902d195f,800,800,720,453,257515
a8c8b232-5eee-4b41-9d60-41e4313c5429,community:project-workshop,Project Workshop,community,Project_Workshop.png,orange,zip:Project_Workshop.png,corporation-logo-a850ff142c5c5c9a7b8ef4e1b9e1a5e4d41e63c70c9b2316de5fe4a76d4e4dc6.png,a850ff142c5c5c9a7b8ef4e1b9e1a5e4d41e63c70c9b2316de5fe4a76d4e4dc6,800,800,720,244,197640
c85c69b8-0117-4fec-8266-23ee4bc4ebec,community:secret-santa-society,Secret Santa Society,community,Secret_Santa_Society.png,white,override,corporation-logo-4e3ad8e20c1328587c1f93166233dd6b2d4ae7acc84c27396f9782036518a2c4.png,4e3ad8e20c1328587c1f93166233dd6b2d4ae7acc84c27396f9782036518a2c4,800,800,720,697,614172
8855cf66-5eef-4f7e-b668-5a260aea08aa,community:spaceways,Spaceways,community,Spaceways.png,white,override,corporation-logo-f33ecb4d4e25b6300d87786e3291931dbf5d1a7d889c68400f8b84fcdb09ce0c.png,f33ecb4d4e25b6300d87786e3291931dbf5d1a7d889c68400f8b84fcdb09ce0c,800,800,720,368,233391
24295cfa-0f8b-4ff8-b253-97a8d7741cfc,community:tempest-inc,Tempest Inc,community,Tempest_Inc.png,white,override,corporation-logo-cac5d7adcdb770160bcaea7849c456d9695ce34659bb7b1819d394f68a722d5e.png,cac5d7adcdb770160bcaea7849c456d9695ce34659bb7b1819d394f68a722d5e,800,800,720,486,422076
a70b296f-fd08-485b-8577-18313ebef42b,community:united-nations-mission-one,United Nations Mission One,community,United_Nations_Mission_One.png,white,zip:United_Nations_Mission_One.png,corporation-logo-645750c78342d537c73e434f6676835ecb0b9c229f35301e81a1cefe8a88170c.png,645750c78342d537c73e434f6676835ecb0b9c229f35301e81a1cefe8a88170c,800,800,720,149,32563
11c73ff5-b595-4803-8ada-33936a620ef7,corporate_era:saturn-systems,Saturn Systems,corporate_era,Saturn Systems.png,black,zip:Saturn_Systems.png,corporation-logo-9d35cd99dbcbfa373f7ef57a91db1dfb1a7193c612d2db9e091f15e46a103962.png,9d35cd99dbcbfa373f7ef57a91db1dfb1a7193c612d2db9e091f15e46a103962,800,800,720,162,32639
fd8bd673-d6d8-4fd6-a670-9ab8b0ad1fd8,corporate_era:teractor,Teractor,corporate_era,Teractor.png,white,zip:Teractor.png,corporation-logo-7feb91f864d4724333c0a426af15a731bae7fba647e30f3117140448dcd89b37.png,7feb91f864d4724333c0a426af15a731bae7fba647e30f3117140448dcd89b37,800,800,720,113,71422
85c55502-e774-4489-9211-1ca91453210e,moon:crescent-research-association,Crescent Research Association,moon,Crescent_Research_Association.png,black,zip:Crescent_Research_Association.png,corporation-logo-093747cf746ea3cf220bf3be010949abffb3e22f6a094b390cba27e75fdc905c.png,093747cf746ea3cf220bf3be010949abffb3e22f6a094b390cba27e75fdc905c,800,800,720,256,186523
fad640b9-464a-4bdd-a3b0-cb78b791cea0,moon:intragen-sanctuary-headquarters,Intragen Sanctuary Headquarters,moon,Intragen_Sanctuary_Headquarters.png,white,zip:Intragen_Sanctuary_Headquarters.png,corporation-logo-1807c843a966cff672bc314165cdfdf793a1fe24502e825661d47e15d22d3783.png,1807c843a966cff672bc314165cdfdf793a1fe24502e825661d47e15d22d3783,800,800,720,622,742762
35220583-d13f-4b2e-878b-b3a88340cfaf,moon:luna-first-incorporated,Luna First Incorporated,moon,Luna_First_Incorporated.png,black,zip:Luna_First_Incorporated.png,corporation-logo-7ae69227108c5ab35f675e5265d1955bcafb5291e96c98b21b900b244305ce48.png,7ae69227108c5ab35f675e5265d1955bcafb5291e96c98b21b900b244305ce48,800,800,720,253,150361
c13cd55d-90d4-4b83-8f42-e296b6a142be,moon:luna-hyperloop-corporation,Luna Hyperloop Corporation,moon,Luna_Hyperloop_Corporation.png,black,zip:Luna_Hyperloop_Corporation.png,corporation-logo-ce0fb785b0a89a66df24563b4e61b82026048e03cda5f6efafcf8fcf37f9d9a8.png,ce0fb785b0a89a66df24563b4e61b82026048e03cda5f6efafcf8fcf37f9d9a8,800,800,720,226,129533
e5de9cb6-e0a1-4cc7-a993-602256f562d9,moon:luna-trade-federation,Luna Trade Federation,moon,Luna_Trade_Federation.png,white,zip:Luna_Trade_Federation.png,corporation-logo-b0291f2afe5b217e03933ab11c06e2419a7acec9884adc142aa0ed82e94bc1ca.png,b0291f2afe5b217e03933ab11c06e2419a7acec9884adc142aa0ed82e94bc1ca,800,800,720,203,139098
f7e4cb55-3971-48f9-b6a8-8f4b534e2ed0,moon:nanotech-industries,Nanotech Industries,moon,Nanotech_Industries.png,black,zip:Nanotech_Industries.png,corporation-logo-14d5d1e2cf977a054d6d10fe41659d522692c21c06bcaf3362681b66b4dc88a9.png,14d5d1e2cf977a054d6d10fe41659d522692c21c06bcaf3362681b66b4dc88a9,800,800,720,324,272307
29f542df-2ccd-4503-bc9f-f5fceb95fce1,moon:tempest-consultancy,Tempest Consultancy,moon,Tempest_Consultancy.png,black,zip:Tempest_Consultancy.png,corporation-logo-28c86a9178190725af2dc5f1bdf0bf03e790c336000315b55c13aac1c48d5612.png,28c86a9178190725af2dc5f1bdf0bf03e790c336000315b55c13aac1c48d5612,800,800,720,188,95152
0190f351-b4fb-4393-ae74-0acb959837e7,moon:the-archaic-foundation-institute,The Archaic Foundation Institute,moon,The_Archaic_Foundation_Institute.png,black,zip:The_Archaic_Foundation_Institute.png,corporation-logo-722b08c3fcbf5ed7247b3a7cfeebbf2d68146d7a6b0dc8c3defeaedb48d48bff.png,722b08c3fcbf5ed7247b3a7cfeebbf2d68146d7a6b0dc8c3defeaedb48d48bff,800,800,720,203,125336
c2557f0e-dc4b-4d38-abf9-a919775cae8d,moon:the-darkside-of-the-moon-syndicate,The Darkside of The Moon Syndicate,moon,The_Darkside_Of_The_Moon_Syndicate.png,orange,zip:The_Darkside_Of_The_Moon_Syndicate.png,corporation-logo-2c266baa3e10d50ceeca76cd36c371df73cad54cf5a76ecf52a0adc314cc0f48.png,2c266baa3e10d50ceeca76cd36c371df73cad54cf5a76ecf52a0adc314cc0f48,800,800,720,198,143432
b658e7b4-c53b-458a-9951-a8f4318e7975,moon:the-grand-luna-capital-group,The Grand Luna Capital Group,moon,The_Grand_Luna_Capital_Group.png,black,zip:The_Grand_Luna_Capital_Group.png,corporation-logo-4c06115cdf74aed14f7a8a04503203d1c72bf3ed689306903dd8e0da109faedb.png,4c06115cdf74aed14f7a8a04503203d1c72bf3ed689306903dd8e0da109faedb,800,800,720,292,126311
988153ad-7fc1-4cf4-8460-a461e6259225,pathfinders:adhai-high-orbit-constructions,Adhai High Orbit Constructions,pathfinders,Adhai_High_Orbit_Constructions.png,black,zip:Adhai_High_Orbit_Constructions.png,corporation-logo-c9735480add1a7ad7681d781755abd59115b05863094b4cb0a7d246909489d81.png,c9735480add1a7ad7681d781755abd59115b05863094b4cb0a7d246909489d81,800,800,720,223,99030
dd949def-0dda-47fe-a2c2-479a9970feb8,pathfinders:ambient,Ambient,pathfinders,Ambient_Terraforming_Solutions_For_a_Breathable_Future.png,white,zip:Ambient.png,corporation-logo-8c208c48fa3e142ba6dfee04f59678b7c29af79fe04c281f103afc5a366d32dd.png,8c208c48fa3e142ba6dfee04f59678b7c29af79fe04c281f103afc5a366d32dd,800,800,720,206,120374
a9d8eb92-a6ab-4e15-a342-144b21ded687,pathfinders:aurorai,Aurorai,pathfinders,Auror_AI.png,white,zip:AurorAI.png,corporation-logo-beab74f9ca515a877f1a196bb8f28dee49efdcb1ba61c92cfe2e8b67f22565b8.png,beab74f9ca515a877f1a196bb8f28dee49efdcb1ba61c92cfe2e8b67f22565b8,800,800,720,336,104693
8bf32cba-b439-45a4-a078-fa0e0831c48c,pathfinders:bio-sol,Bio-Sol,pathfinders,Bio-Sol.png,black,zip:Bio-Sol.png,corporation-logo-8026b23454e80fbd965fee02e3d50c65a5e44f33bda0eefb0c1873f04e7de63d.png,8026b23454e80fbd965fee02e3d50c65a5e44f33bda0eefb0c1873f04e7de63d,800,800,720,180,48102
3b566cf2-7377-4d48-9dcd-a8c30a12776d,pathfinders:chimera,Chimera,pathfinders,Chimera.png,white,zip:Chimera.png,corporation-logo-1004123448eab34121f16c5c04789fe37af7e4d1855aa3b2d660f440ef9ef627.png,1004123448eab34121f16c5c04789fe37af7e4d1855aa3b2d660f440ef9ef627,800,800,720,398,151528
b0bbff4e-3142-44e8-9a48-220e83823dbb,pathfinders:collegium-copernicus,Collegium Copernicus,pathfinders,Collegium_Copernicus.png,white,zip:Collegium_Copernicus.png,corporation-logo-122f26fc75024572642aaf97a3221c1619cc729b61ecb57ea777701925bcb850.png,122f26fc75024572642aaf97a3221c1619cc729b61ecb57ea777701925bcb850,800,800,720,163,131260
506b1402-05ed-4579-99a0-7c796b22853d,pathfinders:gagarin-mobile-base,Gagarin Mobile Base,pathfinders,Gagarian_Mobile_Base.png,orange,zip:Gagarian_Mobile_Base.png,corporation-logo-b2a3393d5111a43b30e87bcb3229a4c258b27fca81ab1c068f0f97ff5e71de04.png,b2a3393d5111a43b30e87bcb3229a4c258b27fca81ab1c068f0f97ff5e71de04,800,800,720,252,50684
7ff32a8b-0fe4-4f53-8e28-6ee7eea756e4,pathfinders:habitat-marte,Habitat Marte,pathfinders,Habitat_Marte.png,white,zip:Habitat_Marte.png,corporation-logo-926166d98eb05f8e5a68118b7e28d05020c284055a1d5cac25152f367c41cf53.png,926166d98eb05f8e5a68118b7e28d05020c284055a1d5cac25152f367c41cf53,800,800,720,644,207924
80418b21-48c4-45e0-8587-fd88bbba986e,pathfinders:mars-direct,Mars Direct,pathfinders,Mars_Direct.png,orange,override,corporation-logo-a8c3129c70353661a74942279fb683dffd19de7d94126ab9aaf2abfb24263423.png,a8c3129c70353661a74942279fb683dffd19de7d94126ab9aaf2abfb24263423,800,800,720,225,89184
544e0f57-9ccc-4ffb-85af-1fab531fc0de,pathfinders:mars-maths,Mars Maths,pathfinders,Mars_Maths.png,white,zip:Mars_Maths.png,corporation-logo-f122ec56794998d416acd8e02732bb81734e00e4be74533fe66fbf1731df4602.png,f122ec56794998d416acd8e02732bb81734e00e4be74533fe66fbf1731df4602,800,800,720,97,82614
a4c475b4-2653-4d7b-8c88-23f2040441fe,pathfinders:martian-insurance-group,Martian Insurance Group,pathfinders,Martian_Insurance_Group.png,black,zip:Martian_Insurance_Group.png,corporation-logo-3642216b51a57a2645056872a36668debd3c4f4d21300dca86cdda23b98a0378.png,3642216b51a57a2645056872a36668debd3c4f4d21300dca86cdda23b98a0378,800,800,720,230,87873
86441854-cd83-455d-9ea1-ac8d2b2385d7,pathfinders:mind-set-mars,Mind Set Mars,pathfinders,Mind_Set_Mars.png,black,zip:Mind_Set_Mars.png,corporation-logo-8752f5fd2304718fca14dae1e62ad2702d2a4e25edfcf7ce83a67ae47c1150d7.png,8752f5fd2304718fca14dae1e62ad2702d2a4e25edfcf7ce83a67ae47c1150d7,800,800,720,321,126619
1cc5cba0-dcf3-40ec-8583-8745b8097f40,pathfinders:odyssey,Odyssey,pathfinders,Odyssey.png,black,zip:Odyssey.png,corporation-logo-95760a71ef0cf060ded725fcd302ddfcdeb38f7f0e2cd0d30fbacf75bdb4fd24.png,95760a71ef0cf060ded725fcd302ddfcdeb38f7f0e2cd0d30fbacf75bdb4fd24,800,800,720,605,290628
aba37e17-2cd1-4efe-a94c-e2d46c0b73b6,pathfinders:polaris,Polaris,pathfinders,Polaris_Terraforming_Solutions_Guiding_Humanity's_Next_Frontier.png,black,zip:Polaris.png,corporation-logo-ca00fc68c564a02be37dde59aac7612db4d425afc84580826902a0bffbcbdbc3.png,ca00fc68c564a02be37dde59aac7612db4d425afc84580826902a0bffbcbdbc3,800,800,720,195,79105
748beb9f-10ad-4bc4-8e0c-a0704c8ac3cb,pathfinders:ringcom,Ringcom,pathfinders,Ringcom_Terraforming_Solutions_Connecting_a_New_World.png,black,zip:Ringcom.png,corporation-logo-3816cbc197b0687bca27858bd62773c8c37904847cb6d139571ab9ce4460b07a.png,3816cbc197b0687bca27858bd62773c8c37904847cb6d139571ab9ce4460b07a,800,800,720,114,45027
5129cd40-5226-4656-ae1b-5c3377c3e651,pathfinders:robin-haulings,Robin Haulings,pathfinders,Robin_Hauling.png,black,zip:Robin_Hauling.png,corporation-logo-a07c584b4a610b5637301e9cad66536dadcbe870811a1e8151b287e540e82dc7.png,a07c584b4a610b5637301e9cad66536dadcbe870811a1e8151b287e540e82dc7,800,800,720,199,77168
d3ff508f-6137-492b-978b-72b5b0de19fe,pathfinders:solbank,SolBank,pathfinders,SolBank.png,black,zip:SolBank.png,corporation-logo-bd3f5fddcd92653b1022dabbe60573c2e86b7370535b30bf696075ea38ec55d6.png,bd3f5fddcd92653b1022dabbe60573c2e86b7370535b30bf696075ea38ec55d6,800,800,720,127,49853
bb19659d-9bad-4d7b-8422-5723299f4399,pathfinders:soylent-seedling-systems,Soylent Seedling Systems,pathfinders,Soylent_Seedling_Systems.png,white,zip:Soylent_Seedling_Systems.png,corporation-logo-ff92a27a00fabfc536b3aec58466602b24a66955c8646da608d73a55884c096c.png,ff92a27a00fabfc536b3aec58466602b24a66955c8646da608d73a55884c096c,800,800,720,222,168869
25a36d02-91ac-4f24-a2f0-ea37ad404429,pathfinders:steelaris,Steelaris,pathfinders,Steelaris_Forging_a_Future_in_Steel_Building_Tomorrow_On_Mars.png,orange,override,corporation-logo-83e9bdbc066926c97b481be11db06826a41c9cea891130c1a981657a9640680a.png,83e9bdbc066926c97b481be11db06826a41c9cea891130c1a981657a9640680a,800,800,720,147,117719
ab9fdd17-384e-4377-9c5f-425232f6358a,prelude_2:ecotec,EcoTec,prelude_2,EcoTec.png,black,zip:EcoTec.png,corporation-logo-174770e7909764b664b8f971587d959e9aa9a47aab5187d98c417ff05a531596.png,174770e7909764b664b8f971587d959e9aa9a47aab5187d98c417ff05a531596,800,800,720,215,229721
8d530ac0-f4dc-4408-af95-7a93435c7c41,prelude_2:kuiper-cooperative,Kuiper Cooperative,prelude_2,Kuiper Cooperative.png,white,zip:Kuiper_Cooperative.png,corporation-logo-0be2716a8957def16f62776051846b267e8c07d5d0df698b4b7c8bb52d45437d.png,0be2716a8957def16f62776051846b267e8c07d5d0df698b4b7c8bb52d45437d,800,800,720,167,137515
73a4406f-f1b6-4794-a370-c9f15d135e82,prelude_2:nirgal-enterprises,Nirgal Enterprises,prelude_2,Nirgal_Enterprises.png,white,zip:Nirgal_Enterprises.png,corporation-logo-8de3d5c1563709b2180101717e8dcf35d0d2618e44d1e593c5f62a2c420dfb3d.png,8de3d5c1563709b2180101717e8dcf35d0d2618e44d1e593c5f62a2c420dfb3d,800,800,720,189,37729
6c0c4481-89d7-4105-9495-a7d0ff060cb8,prelude_2:palladin-shipping,Palladin Shipping,prelude_2,Palladin_Shipping.png,white,override,corporation-logo-55b65f046458cf9b64d9fa17ccc9cebf073e94a65b5c1c029a7e453f68dff44e.png,55b65f046458cf9b64d9fa17ccc9cebf073e94a65b5c1c029a7e453f68dff44e,800,800,720,561,407217
